Date,Sample,flag,S,T,Patm,P,pH,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
11/9/18,UC-1-06-A-PM,8,9.1,17,1,0,7.196681988,6.55E-05,1608.488526,1614.182369,1608.488526,1614.182369,1608.488526,1614.182405,0.000841906,4.93E-06,0.00091234,0.000853904,0.080117104,0.141199727
11/9/18,PR-1-01-L-PM,8,5.55,16.8,1,0,7.421167711,2.27E-05,542.1655742,544.0873283,542.1655742,544.0873283,542.1655742,544.0873324,0.000448352,3.83E-06,0.000474835,0.000457995,0.062359732,0.111650177
11/9/18,UC-1-02-L-PM,8,5.6,16.8,1,0,7.368233623,2.18E-05,522.2207269,524.0717434,522.2207269,524.0717434,522.2207269,524.0717472,0.000382649,2.90E-06,0.000407361,0.000390215,0.047209942,0.084516951
11/9/18,PR-1-04-A-PM,8,9.09,16.8,1,0,7.509010801,3.04E-05,741.0703567,743.6977301,741.0703567,743.6977301,741.0703567,743.6977378,0.000797301,9.51E-06,0.000837176,0.000820715,0.154279469,0.272031962
11/9/18,VP-1-07-L-PM,8,5.56,16.8,1,0,7.520184689,2.35E-05,561.358488,563.3483157,561.358488,563.3483157,561.358488,563.3483201,0.000583208,6.26E-06,0.000612921,0.00059823,0.101930009,0.182493939
11/9/18,VP-1-06-A-PM,8,16.4,16.4,1,0,7.317486389,7.69E-05,1931.46176,1938.353326,1931.46176,1938.353326,1931.46176,1938.353379,0.001488836,1.45E-05,0.001580233,0.00152379,0.231429086,0.389251979
11/10/20,VP-Sump-AM,8,16.06,17.3,1,0,7.830818193,2.24E-05,577.1061467,579.1389782,577.1061467,579.1389782,577.1061467,579.1389828,0.001434964,4.66E-05,0.001503937,0.00154667,0.74858859,1.259484303
11/10/18,MR-Sump-AM,8,10.92,17.3,1,0,7.714260568,2.25E-05,564.0346566,566.0214153,564.0346566,566.0214153,564.0346566,566.0214197,0.000998206,2.08E-05,0.001041531,0.00104863,0.336963699,0.586834352
11/10/18,PR-UC-Sump-AM,8,9,17.4,1,0,7.653391849,2.25E-05,559.914491,561.8842463,559.914491,561.8842463,559.914491,561.8842507,0.00083494,1.42E-05,0.000871644,0.000869375,0.230823416,0.406708248
11/10/18,Low-Sump-AM,8,4.68,18.3,1,0,7.503296778,1.67E-05,415.9295023,417.3760401,415.9295023,417.3760401,415.9295023,417.3760424,0.000404278,4.27E-06,0.000425242,0.00041491,0.070194076,0.125420262
11/10/18,VP-1-02-A-AM,8,16.19,16.4,1,0,7.417728456,6.21E-05,1558.133103,1563.690302,1558.133103,1563.690302,1558.133103,1563.690336,0.001508951,1.84E-05,0.001589429,0.001553067,0.29348515,0.494310711
11/10/18,PR-1-01-L-AM,8,4.52,16.4,1,0,7.453003727,2.09E-05,491.0954744,492.8449221,491.0954744,492.8449221,491.0954744,492.8449256,0.000430137,3.74E-06,0.00045477,0.00043929,0.060380989,0.108287977
11/10/18,VP-1-03-L-AM,8,4.54,16.2,1,0,7.427146312,3.18E-05,742.8626589,745.5164322,742.8626589,745.5164322,742.8626589,745.51644,0.000614231,5.00E-06,0.000651022,0.000625798,0.0805587,0.144532464
11/10/18,UC-1-01-L-AM,8,4.51,16.3,1,0,7.48421739,1.95E-05,456.0995495,457.726322,456.0995495,457.726322,456.0995495,457.726325,0.000429508,4.00E-06,0.000452969,0.00043929,0.064451272,0.115609606
11/10/18,MR-1-07-L-AM,8,4.51,16.3,1,0,7.438807766,2.17E-05,507.5023683,509.3125833,507.5023683,509.3125833,507.5023683,509.3125869,0.000430468,3.61E-06,0.000455733,0.00043929,0.058182272,0.104364573
11/10/18,MR-1-02-A-AM,8,10.97,16.2,1,0,7.473055942,4.11E-05,995.5695942,999.1271289,995.5695942,999.1271289,995.5695942,999.127143,0.001020261,1.17E-05,0.001073085,0.001048717,0.188385672,0.328721538
11/10/18,PR-1-05-A-AM,8,8.94,16.2,1,0,7.436966206,3.81E-05,913.0410449,916.303375,913.0410449,916.303375,913.0410449,916.3033869,0.000833938,8.19E-06,0.000880261,0.000853904,0.132339381,0.233833355
11/10/18,UC-1-04-A-AM,8,8.95,16.4,1,0,7.646530625,2.31E-05,556.0594158,558.0404307,556.0594158,558.0404307,556.0594158,558.040435,0.000821744,1.32E-05,0.000858007,0.000853904,0.213285483,0.37668481
11/10/18,VP-Sump-PM,8,16,17,1,0,7.844383269,2.20E-05,560.1733945,562.1540162,560.1733945,562.1540162,560.1733945,562.1540206,0.001439123,4.75E-05,0.001508618,0.001553067,0.762957846,1.285003247
11/10/18,MR-Sump-PM,8,10.96,16.9,1,0,7.726784504,2.22E-05,549.1826138,551.1268014,549.1826138,551.1268014,549.1826138,551.1268056,0.001003978,2.12E-05,0.001047407,0.001055454,0.343042928,0.597764687
11/10/18,PR-UC-Sump-PM,8,8.68,17.6,1,0,7.649307129,2.24E-05,559.2726621,561.2352137,559.2726621,561.2352137,559.2726621,561.235218,0.000820608,1.37E-05,0.000856762,0.000853904,0.224356241,0.395870659
11/10/18,Low-Sump-PM,8,5.22,18.2,1,0,7.543408134,1.70E-05,423.0731962,424.5464371,423.0731962,424.5464371,423.0731962,424.5464395,0.000455889,5.37E-06,0.000478242,0.000469215,0.088481883,0.158066305
11/10/18,MR-1-03-L-PM,8,4.7,16.1,1,0,7.154684827,4.21E-05,980.8023991,984.3115443,980.8023991,984.3115443,980.8023991,984.311558,0.000434685,1.89E-06,0.000478644,0.00043929,0.030531803,0.054790242
11/10/18,UC-1-07-A-PM,8,9.01,16,1,0,7.345926954,4.74E-05,1128.059684,1132.101465,1128.059684,1132.101465,1128.059684,1132.101483,0.000837715,6.64E-06,0.000891735,0.000853904,0.107076732,0.189196322
11/10/18,MR-1-07-A-PM,8,10.95,16,1,0,7.451417411,4.35E-05,1046.772462,1050.522656,1046.772462,1050.522656,1046.772462,1050.522671,0.001021833,1.11E-05,0.001076396,0.001048717,0.177776913,0.310376873
11/10/18,PR-1-06-A-PM,8,9.04,16,1,0,7.671001799,2.19E-05,522.286624,524.1566893,522.286624,524.1566893,522.286624,524.1566931,0.000820276,1.38E-05,0.000855967,0.000853904,0.221859581,0.391940849
11/10/18,UC-1-01-L-PM,8,4.7,16.1,1,0,7.494073662,1.90E-05,443.2987039,444.8838026,443.2987039,444.8838026,443.2987039,444.8838054,0.000429218,4.09E-06,0.000452317,0.00043929,0.065863539,0.11819411
11/10/18,VP-1-06-L-PM,8,4.7,15.9,1,0,7.515287086,1.82E-05,421.0965724,422.6060638,421.0965724,422.6060638,421.0965724,422.6060663,0.000428801,4.25E-06,0.000451227,0.00043929,0.068449433,0.122882295
11/10/18,VP-1-03-A-PM,8,16.1,16.1,1,0,7.598001539,4.08E-05,1013.500598,1017.126864,1013.500598,1017.126864,1013.500598,1017.126879,0.001488133,2.70E-05,0.001555953,0.001553067,0.431371887,0.727442833
11/10/18,PR-1-05-L-PM,8,10.96,16,1,0,7.399255946,2.05E-05,493.0149594,494.7801589,493.0149594,494.7801589,493.0149594,494.7801624,0.000426867,4.10E-06,0.000451453,0.00043929,0.065882704,0.115015727
11/11/18,PR-1-03-A-AM,8,8.68,15.3,1,0,7.535827633,3.10E-05,721.8889591,724.4973307,721.8889591,724.4973307,721.8889591,724.4973383,0.000830103,9.80E-06,0.000870941,0.000853904,0.157350278,0.278935817
11/11/18,MR-1-07-A-AM,8,10.96,15.3,1,0,7.477039613,4.16E-05,980.5451852,984.0891656,980.5451852,984.0891656,980.5451852,984.0891796,0.001020938,1.14E-05,0.001073991,0.001048717,0.182632362,0.31928465
11/11/18,PR-1-06-L-AM,8,5.24,15.3,1,0,7.377487304,2.51E-05,573.5010858,575.5729523,573.5010858,575.5729523,573.5010858,575.5729571,0.000431483,3.11E-06,0.00045973,0.00043929,0.049957405,0.089754613
11/11/18,MR-1-07-L-AM,8,5.25,15.2,1,0,7.416651978,2.30E-05,522.6834546,524.5740275,522.6834546,524.5740275,522.6834546,524.5740315,0.000430777,3.39E-06,0.000457144,0.00043929,0.054352347,0.097668205
11/11/18,VP-1-06-L-AM,8,5.26,15.1,1,0,7.45622841,2.10E-05,475.838779,477.5620112,475.838779,477.5620112,475.838779,477.5620145,0.000430002,3.69E-06,0.000454677,0.00043929,0.059180345,0.106362904
11/11/18,UC-1-04-A-AM,8,8.67,15.2,1,0,7.592823111,2.72E-05,630.3363859,632.6166174,630.3363859,632.6166174,630.3363859,632.6166231,0.000826977,1.11E-05,0.000865251,0.000853904,0.177867508,0.315386754
11/11/18,UC-1-07-L-AM,8,5.24,15.1,1,0,7.484494159,1.96E-05,445.3949348,447.0078613,445.3949348,447.0078613,445.3949348,447.0078642,0.000429401,3.93E-06,0.000452976,0.00043929,0.063017781,0.1132629
11/11/18,VP-1-04-A-AM,8,15.98,15.1,1,0,7.693013722,3.34E-05,803.0443845,805.9536352,803.0443845,805.9536352,803.0443845,805.9536446,0.001476215,3.20E-05,0.00154155,0.001553067,0.507713197,0.858637722
